FlightID,RouteCode,Origin,Destination,RouteType,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude
FL161902,BOM-NRT,BOM,NRT,International,2025-06-17,522,Airbus A350,315,214,3645302.87,2608075.12,19.0896,72.8656,35.772,140.3929
FL161903,AMD-DEL,AMD,DEL,Domestic,2025-04-21,86,Airbus A320,180,148,767008.78,476753.52,23.0772,72.6347,28.5562,77.1
FL161904,BOM-CDG,BOM,CDG,International,2025-08-24,543,Boeing 787,250,180,3641206.63,2373003.45,19.0896,72.8656,49.0097,2.5479
FL161905,LKO-DEL,LKO,DEL,Domestic,2025-05-28,67,Airbus A320,180,117,326622.33,665059.9,26.7606,80.8893,28.5562,77.1
FL161906,BOM-CDG,BOM,CDG,International,2025-04-07,563,Airbus A350,315,261,4336285.51,2439007.94,19.0896,72.8656,49.0097,2.5479
FL161907,PNQ-DEL,PNQ,DEL,Domestic,2025-06-01,116,Boeing 737,174,107,483020.59,531354.13,18.5821,73.9197,28.5562,77.1
FL161908,DEL-CCU,DEL,CCU,Domestic,2025-05-01,127,Boeing 737,174,129,577772.43,513720.2,28.5562,77.1,22.6547,88.4467
FL161909,JAI-DEL,JAI,DEL,Domestic,2025-08-19,55,Airbus A321,220,162,563883.0,805345.54,26.8242,75.8122,28.5562,77.1
FL161910,DEL-DXB,DEL,DXB,International,2025-05-06,205,Boeing 737,174,104,1222455.54,1458661.0,28.5562,77.1,25.2532,55.3657
FL161911,BOM-BLR,BOM,BLR,Domestic,2025-02-25,92,Airbus A320,180,129,589985.13,587312.03,19.0896,72.8656,13.1986,77.7066
FL161912,COK-BOM,COK,BOM,Domestic,2025-06-21,109,Airbus A320,180,138,780693.76,439568.96,10.152,76.4019,19.0896,72.8656
FL161913,COK-DEL,COK,DEL,Domestic,2025-07-16,192,Airbus A321,220,174,1251166.0,572305.33,10.152,76.4019,28.5562,77.1
FL161914,MAA-SIN,MAA,SIN,International,2025-11-25,247,Airbus A321,220,169,2241014.4,1549722.12,12.9941,80.1709,1.3644,103.9915
FL161915,BOM-DEL,BOM,DEL,Domestic,2025-04-01,109,Airbus A320,180,149,631720.56,441111.08,19.0896,72.8656,28.5562,77.1
FL161916,BOM-CDG,BOM,CDG,International,2025-06-02,550,Boeing 787,250,182,3421143.49,2281008.08,19.0896,72.8656,49.0097,2.5479
FL161917,AMD-BLR,AMD,BLR,Domestic,2025-08-11,128,Airbus A320,180,122,534457.64,494337.29,23.0772,72.6347,13.1986,77.7066
FL161918,BLR-MAA,BLR,MAA,Domestic,2025-10-04,68,Boeing 737,174,141,641014.34,410822.26,13.1986,77.7066,12.9941,80.1709
FL161919,BOM-MAA,BOM,MAA,Domestic,2025-02-21,114,Airbus A321,220,118,455506.39,503303.9,19.0896,72.8656,12.9941,80.1709
FL161920,DEL-MAA,DEL,MAA,Domestic,2025-10-25,186,Boeing 737,174,148,780823.07,574830.92,28.5562,77.1,12.9941,80.1709
FL161921,HYD-CCU,HYD,CCU,Domestic,2025-06-27,121,Boeing 737,174,143,666413.65,418133.3,17.2403,78.4294,22.6547,88.4467
FL161922,DEL-DXB,DEL,DXB,International,2025-02-13,188,Boeing 787,250,185,2722311.23,1513334.24,28.5562,77.1,25.2532,55.3657
FL161923,JAI-DEL,JAI,DEL,Domestic,2025-06-08,64,Boeing 737,174,136,507584.16,679113.08,26.8242,75.8122,28.5562,77.1
FL161924,DEL-BLR,DEL,BLR,Domestic,2025-03-24,170,Airbus A321,220,213,1307038.16,639257.03,28.5562,77.1,13.1986,77.7066
FL161925,AMD-DEL,AMD,DEL,Domestic,2025-10-17,109,Boeing 737,174,142,662736.83,426544.92,23.0772,72.6347,28.5562,77.1
FL161926,COK-DEL,COK,DEL,Domestic,2025-12-27,189,Airbus A321,220,156,987829.24,657771.32,10.152,76.4019,28.5562,77.1
FL161927,HYD-COK,HYD,COK,Domestic,2025-01-24,96,Airbus A320,180,169,759051.0,393162.4,17.2403,78.4294,10.152,76.4019
FL161928,LKO-DEL,LKO,DEL,Domestic,2025-11-15,72,Boeing 737,174,144,640446.99,744320.29,26.7606,80.8893,28.5562,77.1
FL161929,DEL-HYD,DEL,HYD,Domestic,2025-09-13,125,Boeing 737,174,147,767678.69,443776.95,28.5562,77.1,17.2403,78.4294
FL161930,COK-BOM,COK,BOM,Domestic,2025-11-26,116,Airbus A321,220,161,878033.66,461691.97,10.152,76.4019,19.0896,72.8656
FL161931,BLR-MAA,BLR,MAA,Domestic,2025-09-13,65,Boeing 737,174,133,461052.3,463237.26,13.1986,77.7066,12.9941,80.1709
FL161932,BLR-HYD,BLR,HYD,Domestic,2025-08-20,79,Boeing 737,174,140,530014.34,353278.07,13.1986,77.7066,17.2403,78.4294
FL161933,AMD-DEL,AMD,DEL,Domestic,2025-02-28,88,Airbus A321,220,213,1085200.52,461817.32,23.0772,72.6347,28.5562,77.1
FL161934,BOM-JFK,BOM,JFK,International,2025-03-06,951,Airbus A350,315,262,6418545.29,3559196.41,19.0896,72.8656,40.6413,-73.7781
FL161935,DEL-DXB,DEL,DXB,International,2025-11-23,192,Boeing 737,174,136,1478209.71,1443500.19,28.5562,77.1,25.2532,55.3657
FL161936,COK-BOM,COK,BOM,Domestic,2025-07-20,116,Boeing 737,174,126,580294.94,499896.68,10.152,76.4019,19.0896,72.8656
FL161937,BLR-PNQ,BLR,PNQ,Domestic,2025-12-13,86,Airbus A320,180,122,607331.97,454417.69,13.1986,77.7066,18.5821,73.9197
FL161938,BOM-MAA,BOM,MAA,Domestic,2025-09-19,99,Airbus A320,180,123,616728.11,423214.0,19.0896,72.8656,12.9941,80.1709
FL161939,MAA-CCU,MAA,CCU,Domestic,2025-12-16,135,Boeing 737,174,154,881940.09,524191.75,12.9941,80.1709,22.6547,88.4467
FL161940,DEL-AMD,DEL,AMD,Domestic,2025-05-04,98,Boeing 737,174,90,372120.29,536598.77,28.5562,77.1,23.0772,72.6347
FL161941,BOM-BLR,BOM,BLR,Domestic,2025-11-13,104,Boeing 737,174,137,624591.35,465720.77,19.0896,72.8656,13.1986,77.7066
FL161942,GOI-BOM,GOI,BOM,Domestic,2025-03-25,70,Boeing 737,174,144,640750.68,849351.64,15.3808,73.8314,19.0896,72.8656
FL161943,BOM-DEL,BOM,DEL,Domestic,2025-09-19,113,Airbus A321,220,161,695858.58,548256.4,19.0896,72.8656,28.5562,77.1
FL161944,BOM-HYD,BOM,HYD,Domestic,2025-07-23,79,Airbus A320,180,135,498665.27,435059.9,19.0896,72.8656,17.2403,78.4294
FL161945,DEL-DXB,DEL,DXB,International,2025-06-11,188,Boeing 737,174,119,1526487.21,1438306.14,28.5562,77.1,25.2532,55.3657
FL161946,PNQ-BLR,PNQ,BLR,Domestic,2025-03-31,96,Airbus A321,220,166,788487.97,502711.88,18.5821,73.9197,13.1986,77.7066
FL161947,DEL-FRA,DEL,FRA,International,2025-03-12,495,Airbus A350,315,248,4678617.15,2348179.3,28.5562,77.1,50.0379,8.5622
FL161948,BOM-MAA,BOM,MAA,Domestic,2025-02-27,107,Airbus A321,220,159,864872.13,503066.9,19.0896,72.8656,12.9941,80.1709
FL161949,DEL-AMD,DEL,AMD,Domestic,2025-08-12,97,Airbus A320,180,117,587635.06,472799.82,28.5562,77.1,23.0772,72.6347
FL161950,COK-BOM,COK,BOM,Domestic,2025-10-20,111,Airbus A321,220,206,826718.75,498146.86,10.152,76.4019,19.0896,72.8656
FL161951,BOM-DEL,BOM,DEL,Domestic,2025-12-11,113,Airbus A320,180,145,683292.09,583239.49,19.0896,72.8656,28.5562,77.1
FL161952,MAA-CCU,MAA,CCU,Domestic,2025-05-09,143,Boeing 737,174,132,740738.28,516109.14,12.9941,80.1709,22.6547,88.4467
FL161953,HYD-MAA,HYD,MAA,Domestic,2025-03-18,73,Airbus A320,180,126,517290.31,394776.54,17.2403,78.4294,12.9941,80.1709
FL161954,BLR-SIN,BLR,SIN,International,2025-01-31,269,Boeing 737,174,145,2147354.94,1582363.46,13.1986,77.7066,1.3644,103.9915
FL161955,BOM-DEL,BOM,DEL,Domestic,2025-02-25,116,Airbus A320,180,146,687610.37,465177.73,19.0896,72.8656,28.5562,77.1
FL161956,BOM-MAA,BOM,MAA,Domestic,2025-03-10,115,Airbus A320,180,130,572569.23,460457.66,19.0896,72.8656,12.9941,80.1709
FL161957,BLR-COK,BLR,COK,Domestic,2025-05-04,54,Boeing 737,174,131,461871.01,397049.25,13.1986,77.7066,10.152,76.4019
FL161958,PNQ-DEL,PNQ,DEL,Domestic,2025-12-10,116,Airbus A320,180,138,756612.65,548523.95,18.5821,73.9197,28.5562,77.1
FL161959,DEL-DXB,DEL,DXB,International,2025-09-29,193,Boeing 787,250,122,1616261.24,1613165.14,28.5562,77.1,25.2532,55.3657
FL161960,BOM-LHR,BOM,LHR,International,2025-07-02,554,Boeing 787,250,193,3803269.09,2407553.37,19.0896,72.8656,51.47,-0.4543
FL161961,MAA-SIN,MAA,SIN,International,2025-11-20,249,Boeing 787,250,200,2786939.87,1671520.4,12.9941,80.1709,1.3644,103.9915
FL161962,DEL-CCU,DEL,CCU,Domestic,2025-05-29,124,Airbus A320,180,142,653445.56,471309.3,28.5562,77.1,22.6547,88.4467
FL161963,BOM-HYD,BOM,HYD,Domestic,2025-11-13,78,Airbus A320,180,175,582242.1,402771.78,19.0896,72.8656,17.2403,78.4294
FL161964,BOM-DXB,BOM,DXB,International,2025-08-27,178,Boeing 737,174,131,1841846.07,1330971.48,19.0896,72.8656,25.2532,55.3657
FL161965,BOM-SIN,BOM,SIN,International,2025-09-06,319,Boeing 787,250,181,3076741.99,1881522.17,19.0896,72.8656,1.3644,103.9915
FL161966,MAA-COK,MAA,COK,Domestic,2025-04-23,69,Airbus A320,180,161,596756.58,613994.17,12.9941,80.1709,10.152,76.4019
FL161967,DEL-BLR,DEL,BLR,Domestic,2025-12-11,157,Airbus A321,220,183,1051592.23,584593.2,28.5562,77.1,13.1986,77.7066
FL161968,BLR-PNQ,BLR,PNQ,Domestic,2025-06-10,87,Airbus A321,220,159,738625.06,491298.64,13.1986,77.7066,18.5821,73.9197
FL161969,BOM-DEL,BOM,DEL,Domestic,2025-07-17,114,Airbus A321,220,161,654605.26,427256.95,19.0896,72.8656,28.5562,77.1
FL161970,MAA-DXB,MAA,DXB,International,2025-10-24,247,Boeing 737,174,142,1775122.41,1592237.69,12.9941,80.1709,25.2532,55.3657
FL161971,GOI-DEL,GOI,DEL,Domestic,2025-10-06,150,Airbus A320,180,164,931971.76,908134.1,15.3808,73.8314,28.5562,77.1
FL161972,HYD-CCU,HYD,CCU,Domestic,2025-09-15,115,Airbus A321,220,154,737173.26,500073.41,17.2403,78.4294,22.6547,88.4467
FL161973,BOM-FRA,BOM,FRA,International,2025-07-12,525,Boeing 787,250,149,2561522.55,2417539.41,19.0896,72.8656,50.0379,8.5622
FL161974,BOM-BKK,BOM,BKK,International,2025-07-28,256,Boeing 737,174,123,1708785.66,1627335.91,19.0896,72.8656,13.69,100.7501
FL161975,MAA-SIN,MAA,SIN,International,2025-09-15,239,Boeing 737,174,148,2241090.79,1707274.38,12.9941,80.1709,1.3644,103.9915
FL161976,BOM-FRA,BOM,FRA,International,2025-06-06,513,Airbus A350,315,232,4491250.92,2479442.6,19.0896,72.8656,50.0379,8.5622
FL161977,AMD-BLR,AMD,BLR,Domestic,2025-12-29,120,Airbus A321,220,182,922093.41,527904.51,23.0772,72.6347,13.1986,77.7066
FL161978,BLR-COK,BLR,COK,Domestic,2025-04-06,68,Boeing 737,174,130,492463.08,417830.1,13.1986,77.7066,10.152,76.4019
FL161979,COK-DEL,COK,DEL,Domestic,2025-07-22,173,Boeing 737,174,125,748691.99,525997.51,10.152,76.4019,28.5562,77.1
FL161980,BOM-MAA,BOM,MAA,Domestic,2025-01-17,110,Airbus A320,180,109,540779.12,498196.27,19.0896,72.8656,12.9941,80.1709
FL161981,HYD-CCU,HYD,CCU,Domestic,2025-02-10,117,Airbus A320,180,125,615194.02,468297.95,17.2403,78.4294,22.6547,88.4467
FL161982,BLR-HYD,BLR,HYD,Domestic,2025-05-28,73,Airbus A321,220,155,533171.7,478320.72,13.1986,77.7066,17.2403,78.4294
FL161983,HYD-COK,HYD,COK,Domestic,2025-07-21,102,Airbus A321,220,181,616045.24,444337.27,17.2403,78.4294,10.152,76.4019
FL161984,DEL-BLR,DEL,BLR,Domestic,2025-03-09,150,Boeing 737,174,116,630510.49,507525.71,28.5562,77.1,13.1986,77.7066
FL161985,COK-DEL,COK,DEL,Domestic,2025-01-30,200,Boeing 737,174,165,1178147.33,580582.18,10.152,76.4019,28.5562,77.1
FL161986,JAI-DEL,JAI,DEL,Domestic,2025-01-29,59,Airbus A321,220,160,511642.56,775435.37,26.8242,75.8122,28.5562,77.1
FL161987,BLR-CCU,BLR,CCU,Domestic,2025-02-19,148,Airbus A320,180,124,721153.32,543267.69,13.1986,77.7066,22.6547,88.4467
FL161988,AMD-BLR,AMD,BLR,Domestic,2025-12-08,118,Boeing 737,174,169,836965.05,428647.13,23.0772,72.6347,13.1986,77.7066
FL161989,DEL-CCU,DEL,CCU,Domestic,2025-10-21,131,Airbus A320,180,124,681028.02,533101.93,28.5562,77.1,22.6547,88.4467
FL161990,GOI-BOM,GOI,BOM,Domestic,2025-11-26,73,Airbus A320,180,160,544172.64,784826.62,15.3808,73.8314,19.0896,72.8656
FL161991,BOM-DEL,BOM,DEL,Domestic,2025-08-04,119,Boeing 737,174,119,588647.28,428181.4,19.0896,72.8656,28.5562,77.1
FL161992,HYD-COK,HYD,COK,Domestic,2025-10-14,89,Airbus A320,180,157,651746.88,445344.01,17.2403,78.4294,10.152,76.4019
FL161993,JAI-DEL,JAI,DEL,Domestic,2025-05-13,68,Airbus A320,180,134,420379.3,732418.48,26.8242,75.8122,28.5562,77.1
FL161994,DEL-HYD,DEL,HYD,Domestic,2025-09-17,136,Boeing 737,174,149,609997.45,488601.24,28.5562,77.1,17.2403,78.4294
FL161995,MAA-CCU,MAA,CCU,Domestic,2025-10-12,138,Airbus A320,180,119,653486.35,518883.55,12.9941,80.1709,22.6547,88.4467
FL161996,DEL-BLR,DEL,BLR,Domestic,2025-03-06,173,Airbus A321,220,182,929563.79,474912.95,28.5562,77.1,13.1986,77.7066
FL161997,HYD-CCU,HYD,CCU,Domestic,2025-04-03,131,Airbus A320,180,132,724556.57,461082.74,17.2403,78.4294,22.6547,88.4467
FL161998,DEL-JFK,DEL,JFK,International,2025-09-29,900,Boeing 787,250,207,4393206.16,3325794.46,28.5562,77.1,40.6413,-73.7781
FL161999,COK-BOM,COK,BOM,Domestic,2025-08-27,113,Airbus A320,180,160,822174.77,473836.39,10.152,76.4019,19.0896,72.8656
FL162000,DEL-MAA,DEL,MAA,Domestic,2025-01-21,170,Airbus A320,180,136,850767.42,703041.35,28.5562,77.1,12.9941,80.1709
FL162001,BLR-CCU,BLR,CCU,Domestic,2025-06-30,144,Boeing 737,174,150,855372.32,530486.98,13.1986,77.7066,22.6547,88.4467
FL162002,DEL-JFK,DEL,JFK,International,2025-02-12,894,Airbus A350,315,215,5174912.58,3464461.31,28.5562,77.1,40.6413,-73.7781
FL162003,HYD-CCU,HYD,CCU,Domestic,2025-06-04,122,Boeing 737,174,140,709706.19,480122.97,17.2403,78.4294,22.6547,88.4467
FL162004,GOI-DEL,GOI,DEL,Domestic,2025-05-19,142,Airbus A321,220,169,947772.89,1011502.8,15.3808,73.8314,28.5562,77.1
FL162005,DEL-MAA,DEL,MAA,Domestic,2025-05-18,169,Airbus A321,220,158,926401.28,611776.8,28.5562,77.1,12.9941,80.1709
FL162006,GOI-BOM,GOI,BOM,Domestic,2025-12-13,67,Boeing 737,174,134,644582.86,903754.52,15.3808,73.8314,19.0896,72.8656
FL162007,BOM-HYD,BOM,HYD,Domestic,2025-12-28,78,Boeing 737,174,131,410382.62,452510.78,19.0896,72.8656,17.2403,78.4294
FL162008,DEL-AMD,DEL,AMD,Domestic,2025-09-03,87,Airbus A320,180,148,659276.91,483763.69,28.5562,77.1,23.0772,72.6347
FL162009,BLR-PNQ,BLR,PNQ,Domestic,2025-12-24,89,Boeing 737,174,147,512798.29,425556.91,13.1986,77.7066,18.5821,73.9197
FL162010,DEL-CDG,DEL,CDG,International,2025-01-18,510,Airbus A350,315,202,3603111.71,2354886.95,28.5562,77.1,49.0097,2.5479
FL162011,MAA-CCU,MAA,CCU,Domestic,2025-03-28,136,Boeing 737,174,149,788139.79,464131.75,12.9941,80.1709,22.6547,88.4467
FL162012,BOM-MAA,BOM,MAA,Domestic,2025-12-02,105,Boeing 737,174,131,664306.97,462085.4,19.0896,72.8656,12.9941,80.1709
FL162013,GOI-DEL,GOI,DEL,Domestic,2025-10-06,143,Airbus A321,220,202,1147614.19,1046630.48,15.3808,73.8314,28.5562,77.1
FL162014,BLR-COK,BLR,COK,Domestic,2025-01-17,70,Boeing 737,174,125,473934.26,461055.81,13.1986,77.7066,10.152,76.4019
FL162015,BLR-CCU,BLR,CCU,Domestic,2025-08-19,160,Boeing 737,174,137,885695.09,557015.61,13.1986,77.7066,22.6547,88.4467
FL162016,BOM-DEL,BOM,DEL,Domestic,2025-01-13,113,Airbus A320,180,149,618184.28,450675.0,19.0896,72.8656,28.5562,77.1
FL162017,HYD-MAA,HYD,MAA,Domestic,2025-04-28,65,Boeing 737,174,122,408534.59,400898.1,17.2403,78.4294,12.9941,80.1709
FL162018,BLR-MAA,BLR,MAA,Domestic,2025-11-16,49,Airbus A321,220,189,466674.74,416292.35,13.1986,77.7066,12.9941,80.1709
FL162019,BOM-DEL,BOM,DEL,Domestic,2025-12-03,118,Airbus A320,180,149,682041.84,391719.23,19.0896,72.8656,28.5562,77.1
FL162020,LKO-DEL,LKO,DEL,Domestic,2025-01-28,64,Airbus A320,180,147,571563.48,731180.44,26.7606,80.8893,28.5562,77.1
FL162021,GOI-DEL,GOI,DEL,Domestic,2025-04-16,140,Boeing 737,174,144,803349.8,923513.58,15.3808,73.8314,28.5562,77.1
FL162022,MAA-CCU,MAA,CCU,Domestic,2025-07-14,146,Airbus A320,180,133,724722.96,606258.54,12.9941,80.1709,22.6547,88.4467
FL162023,COK-DEL,COK,DEL,Domestic,2025-11-12,185,Boeing 737,174,169,1183596.09,564839.9,10.152,76.4019,28.5562,77.1
FL162024,DEL-JFK,DEL,JFK,International,2025-04-27,888,Boeing 777,350,224,5408757.37,3461092.55,28.5562,77.1,40.6413,-73.7781
FL162025,PNQ-DEL,PNQ,DEL,Domestic,2025-10-10,119,Airbus A320,180,151,750855.54,536755.81,18.5821,73.9197,28.5562,77.1
FL162026,DEL-BKK,DEL,BKK,International,2025-02-05,254,Boeing 737,174,95,1445129.14,1627453.93,28.5562,77.1,13.69,100.7501
FL162027,AMD-DEL,AMD,DEL,Domestic,2025-02-16,100,Boeing 737,174,160,797998.62,455738.35,23.0772,72.6347,28.5562,77.1
FL162028,COK-BOM,COK,BOM,Domestic,2025-05-24,119,Airbus A320,180,129,546501.75,457709.32,10.152,76.4019,19.0896,72.8656
FL162029,GOI-DEL,GOI,DEL,Domestic,2025-01-29,155,Airbus A320,180,124,658104.43,892596.53,15.3808,73.8314,28.5562,77.1
FL162030,BOM-CDG,BOM,CDG,International,2025-11-11,556,Boeing 787,250,161,2949855.61,2417369.94,19.0896,72.8656,49.0097,2.5479
FL162031,HYD-DXB,HYD,DXB,International,2025-05-18,227,Airbus A321,220,201,2379938.92,1646718.0,17.2403,78.4294,25.2532,55.3657
FL162032,BLR-PNQ,BLR,PNQ,Domestic,2025-12-17,88,Airbus A320,180,175,876312.51,344049.54,13.1986,77.7066,18.5821,73.9197
FL162033,BLR-COK,BLR,COK,Domestic,2025-04-20,73,Boeing 737,174,151,614010.4,484622.65,13.1986,77.7066,10.152,76.4019
FL162034,BOM-CDG,BOM,CDG,International,2025-06-22,555,Boeing 787,250,175,3352550.58,2282809.54,19.0896,72.8656,49.0097,2.5479
FL162035,DEL-MAA,DEL,MAA,Domestic,2025-01-21,168,Airbus A320,180,117,724313.55,515937.32,28.5562,77.1,12.9941,80.1709
FL162036,MAA-COK,MAA,COK,Domestic,2025-01-11,72,Boeing 737,174,142,582420.63,347255.17,12.9941,80.1709,10.152,76.4019
FL162037,MAA-SIN,MAA,SIN,International,2025-06-03,249,Boeing 737,174,118,1313816.95,1493083.55,12.9941,80.1709,1.3644,103.9915
FL162038,BOM-CCU,BOM,CCU,Domestic,2025-11-04,151,Boeing 737,174,149,941306.67,467540.26,19.0896,72.8656,22.6547,88.4467
FL162039,AMD-BLR,AMD,BLR,Domestic,2025-07-23,123,Airbus A320,180,137,564037.69,505229.44,23.0772,72.6347,13.1986,77.7066
FL162040,GOI-BOM,GOI,BOM,Domestic,2025-05-20,68,Boeing 737,174,140,560867.87,858795.5,15.3808,73.8314,19.0896,72.8656
FL162041,BLR-MAA,BLR,MAA,Domestic,2025-06-12,60,Airbus A320,180,130,574011.36,370450.18,13.1986,77.7066,12.9941,80.1709
FL162042,DEL-AMD,DEL,AMD,Domestic,2025-09-28,98,Boeing 737,174,138,527475.85,405755.38,28.5562,77.1,23.0772,72.6347
FL162043,BOM-SIN,BOM,SIN,International,2025-11-16,329,Boeing 737,174,169,2678308.24,1773186.87,19.0896,72.8656,1.3644,103.9915
FL162044,BOM-MAA,BOM,MAA,Domestic,2025-01-14,112,Airbus A320,180,112,501760.06,454609.78,19.0896,72.8656,12.9941,80.1709
FL162045,BOM-CCU,BOM,CCU,Domestic,2025-10-24,157,Airbus A321,220,147,866202.01,498313.6,19.0896,72.8656,22.6547,88.4467
FL162046,GOI-DEL,GOI,DEL,Domestic,2025-10-05,144,Airbus A321,220,185,1073139.53,1029700.8,15.3808,73.8314,28.5562,77.1
FL162047,HYD-CCU,HYD,CCU,Domestic,2025-02-20,131,Boeing 737,174,127,638082.76,449551.84,17.2403,78.4294,22.6547,88.4467
FL162048,BOM-HYD,BOM,HYD,Domestic,2025-02-15,79,Airbus A320,180,137,579884.02,427585.73,19.0896,72.8656,17.2403,78.4294
FL162049,BLR-CCU,BLR,CCU,Domestic,2025-01-01,141,Airbus A321,220,180,1079615.88,593412.45,13.1986,77.7066,22.6547,88.4467
FL162050,DEL-BLR,DEL,BLR,Domestic,2025-09-11,168,Boeing 737,174,138,808850.11,561087.29,28.5562,77.1,13.1986,77.7066
FL162051,BOM-MAA,BOM,MAA,Domestic,2025-04-10,99,Airbus A321,220,168,711252.1,541038.87,19.0896,72.8656,12.9941,80.1709
FL162052,DEL-SYD,DEL,SYD,International,2025-10-21,794,Airbus A350,315,211,4152863.4,3355945.6,28.5562,77.1,-33.9399,151.1753
FL162053,DEL-CCU,DEL,CCU,Domestic,2025-11-06,142,Airbus A321,220,166,928274.85,650045.16,28.5562,77.1,22.6547,88.4467
FL162054,BOM-MAA,BOM,MAA,Domestic,2025-12-08,114,Airbus A321,220,169,973317.42,526740.26,19.0896,72.8656,12.9941,80.1709
FL162055,BOM-SIN,BOM,SIN,International,2025-07-10,316,Boeing 737,174,169,2488391.02,1749889.76,19.0896,72.8656,1.3644,103.9915
FL162056,LKO-DEL,LKO,DEL,Domestic,2025-07-25,65,Boeing 737,174,128,465496.19,869770.76,26.7606,80.8893,28.5562,77.1
FL162057,BOM-NRT,BOM,NRT,International,2025-11-02,552,Airbus A350,315,232,4145990.38,2715667.62,19.0896,72.8656,35.772,140.3929
FL162058,DEL-MAA,DEL,MAA,Domestic,2025-04-22,177,Airbus A320,180,130,765785.94,634229.53,28.5562,77.1,12.9941,80.1709
FL162059,BOM-CCU,BOM,CCU,Domestic,2025-07-03,170,Airbus A320,180,124,703702.34,542917.65,19.0896,72.8656,22.6547,88.4467
FL162060,COK-DEL,COK,DEL,Domestic,2025-08-30,191,Boeing 737,174,125,686800.82,552064.38,10.152,76.4019,28.5562,77.1
FL162061,MAA-SIN,MAA,SIN,International,2025-12-07,245,Boeing 787,250,197,2424845.49,1669056.66,12.9941,80.1709,1.3644,103.9915
FL162062,DEL-AMD,DEL,AMD,Domestic,2025-12-05,86,Airbus A320,180,99,489475.08,437345.17,28.5562,77.1,23.0772,72.6347
FL162063,DEL-CCU,DEL,CCU,Domestic,2025-01-26,131,Airbus A321,220,168,945792.25,558047.41,28.5562,77.1,22.6547,88.4467
FL162064,DEL-BLR,DEL,BLR,Domestic,2025-02-17,150,Airbus A321,220,134,798353.98,580378.08,28.5562,77.1,13.1986,77.7066
FL162065,BLR-MAA,BLR,MAA,Domestic,2025-08-31,55,Boeing 737,174,145,425956.28,343580.84,13.1986,77.7066,12.9941,80.1709
FL162066,HYD-COK,HYD,COK,Domestic,2025-09-07,86,Airbus A321,220,143,534176.43,476212.37,17.2403,78.4294,10.152,76.4019
FL162067,PNQ-BLR,PNQ,BLR,Domestic,2025-01-12,84,Airbus A321,220,152,558000.45,480531.63,18.5821,73.9197,13.1986,77.7066
FL162068,DEL-FRA,DEL,FRA,International,2025-08-23,483,Boeing 777,350,254,4987822.43,2362376.55,28.5562,77.1,50.0379,8.5622
FL162069,HYD-CCU,HYD,CCU,Domestic,2025-03-27,128,Boeing 737,174,153,646231.05,467877.09,17.2403,78.4294,22.6547,88.4467
FL162070,BOM-DOH,BOM,DOH,International,2025-09-24,207,Airbus A321,220,160,2310411.79,1405076.57,19.0896,72.8656,25.2731,51.6081
FL162071,BLR-PNQ,BLR,PNQ,Domestic,2025-05-07,82,Airbus A320,180,144,520811.44,454054.06,13.1986,77.7066,18.5821,73.9197
FL162072,AMD-BLR,AMD,BLR,Domestic,2025-01-06,129,Airbus A320,180,139,590417.56,436824.7,23.0772,72.6347,13.1986,77.7066
FL162073,PNQ-BLR,PNQ,BLR,Domestic,2025-10-21,95,Boeing 737,174,154,764561.42,445212.84,18.5821,73.9197,13.1986,77.7066
FL162074,BOM-SIN,BOM,SIN,International,2025-06-24,328,Airbus A321,220,149,2133268.03,1840012.64,19.0896,72.8656,1.3644,103.9915
FL162075,HYD-DXB,HYD,DXB,International,2025-06-03,223,Boeing 787,250,144,1497147.56,1728637.06,17.2403,78.4294,25.2532,55.3657
FL162076,BOM-CCU,BOM,CCU,Domestic,2025-08-07,160,Airbus A321,220,145,886738.62,559029.89,19.0896,72.8656,22.6547,88.4467
FL162077,BOM-CCU,BOM,CCU,Domestic,2025-04-12,156,Boeing 737,174,160,905729.42,531192.02,19.0896,72.8656,22.6547,88.4467
FL162078,BOM-MAA,BOM,MAA,Domestic,2025-05-06,102,Airbus A320,180,130,498835.99,392839.91,19.0896,72.8656,12.9941,80.1709
FL162079,DEL-JFK,DEL,JFK,International,2025-03-25,895,Boeing 777,350,238,5358979.61,3511950.2,28.5562,77.1,40.6413,-73.7781
FL162080,BOM-CCU,BOM,CCU,Domestic,2025-02-20,166,Airbus A320,180,122,692903.23,541844.2,19.0896,72.8656,22.6547,88.4467
FL162081,HYD-MAA,HYD,MAA,Domestic,2025-10-05,61,Boeing 737,174,143,582055.69,379638.42,17.2403,78.4294,12.9941,80.1709
FL162082,DEL-JFK,DEL,JFK,International,2025-09-08,895,Airbus A350,315,210,4885381.32,3453130.13,28.5562,77.1,40.6413,-73.7781
FL162083,BLR-MAA,BLR,MAA,Domestic,2025-04-14,53,Airbus A320,180,175,630110.49,412496.47,13.1986,77.7066,12.9941,80.1709
FL162084,BOM-CDG,BOM,CDG,International,2025-12-02,552,Boeing 777,350,272,4874939.58,2555526.03,19.0896,72.8656,49.0097,2.5479
FL162085,AMD-BLR,AMD,BLR,Domestic,2025-08-17,120,Boeing 737,174,136,654122.04,505803.57,23.0772,72.6347,13.1986,77.7066
